SFPW_archive_dump_31May2024_LabID,Duplicates,Flags,FIELDID,Animal_ID,Stage_Class,Cruise,Platform,Shipper,Shipper_Organization,Shipped_Date,Received_Date,Collection_Method,Contact_ID,CONTACT_NAME,Organization_ID,Organization,Collector,Collector_Organization,Acknowledgement,Label,LAB,Species_ID,SpCode,SpType,Species_Type,SpName,Genus,Species,CommonName,SubSpecies,Species_Determ_List,USE,Restrict_Description,Date_Collected,YR,MO,DA,Location,City,Island,County,State,Country,Latitude,Latitude_Precision,Latitude_Precision_Unit,Longitude,Longitude_Precision,Longitude_Precision_Unit,OBasin,Ocean_Basin,SEX,Gender_Determination,ACCESSIONDATE,Repository_Numbers,SFPW_archive_dump_31May2024_Comments,SFPW_archive_dump_31May2024_Record_Creation_Date,SFPW_archive_dump_31May2024_Edit_User,SFPW_archive_dump_31May2024_Edit_Date,SFPW_DIDs_D_ID,dbo_vw_DNA_Storage_LabID,CellStatus,Freezer,Freezer_Description,Rack,Box,Row,Column,T_ID,DNAInStock,DNA_Type,DQuant,DQuant_Description,CheckedOut,Checked_Out_By,Checked_Out_For,dbo_vw_DNA_Storage_Comments,Batch_.,Extracted_By,Extraction_Date,Extraction_Comments,InventoryDate,Inventory_Tech,Accession_Date,dbo_vw_DNA_Storage_Edit_User,dbo_vw_DNA_Storage_Edit_Date,dbo_vw_DNA_Storage_Record_Creation_Date,Concentration_ID,dbo_vw_DNA_Concentration_D_ID,Quantification_Date,Done_by_Name,Equipment_Method,Concentration_ng_ul,Concentration_260_280,Concentration_260_230,Quantity_Copies,Assay,dbo_vw_DNA_Concentration_Comments,dbo_vw_DNA_Concentration_Edit_User,dbo_vw_DNA_Concentration_Edit_Date,dbo_vw_DNA_Concentration_Record_Creation_Date
4642,,,MAC950924.04,186009,,1995-CADDIS-MAC,,,,,,BIOPSY (PROJECTILE),534,JAY BARLOW,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,JPB,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,09/24/1995,1995,9,24,GULF OF CALIFORNIA,,,,,MEXICO,27.3,1,Minute,-112.05,1,Minute,1,North Pacific,U,,,,"CONC READING 7/03.  Alaina Harmon, 30 April 2024: Samples reverted to no external permission required following Jay Barlow's retirement.",5/31/12,Alaina.Harmon,4/30/24,92950,4642,1,F6,"-80C upright freezer, Marine Mammal and Turtle DNA",2,977,B,4,4745,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,1720,Morgane Lauf,12/1/16,,,,1/6/17,Alaina Harmon,2/9/22,1/6/17,43197,92950,12/8/16,Morgane Lauf,Victor Fluorometry,34.39,,,,,,Gabriela Serra-Valente,1/6/17,1/6/17
4643,,,MAC950924.05,186010,,1995-CADDIS-MAC,,,,,,BIOPSY (PROJECTILE),534,JAY BARLOW,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,JPB,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,09/24/1995,1995,9,24,GULF OF CALIFORNIA,,,,,MEXICO,27.3,1,Minute,-112.05,1,Minute,1,North Pacific,U,,,,"CONC READING 7/03.  Alaina Harmon, 30 April 2024: Samples reverted to no external permission required following Jay Barlow's retirement.",5/31/12,Alaina.Harmon,4/30/24,1237,4643,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",1,16,C,4,,Y,Primer Extension Preamplification,4,>50ul,N,,,,,,,,10/18/05,Gabriela Serra-Valente,,Dan Prosperi,7/2/12,6/28/12,631,1237,,,,7,,,,,,Dan Prosperi,5/19/14,5/19/14
4644,,,MAC950924.06,186011,,1995-CADDIS-MAC,,,,,,BIOPSY (PROJECTILE),534,JAY BARLOW,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,JPB,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,09/24/1995,1995,9,24,GULF OF CALIFORNIA,,,,,MEXICO,27.3,1,Minute,-112.05,1,Minute,1,North Pacific,U,,,,"CONC READING 7/03.  Alaina Harmon, 30 April 2024: Samples reverted to no external permission required following Jay Barlow's retirement.",5/31/12,Alaina.Harmon,4/30/24,1238,4644,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",1,16,C,5,,Y,Primer Extension Preamplification,4,>50ul,N,,,,,,,,10/18/05,Gabriela Serra-Valente,,Dan Prosperi,7/2/12,6/28/12,632,1238,,,,1493,,,,,,Dan Prosperi,5/19/14,5/19/14
4645,,,MAC950924.07,186012,,1995-CADDIS-MAC,,,,,,BIOPSY (PROJECTILE),534,JAY BARLOW,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,JPB,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,09/24/1995,1995,9,24,GULF OF CALIFORNIA,,,,,MEXICO,27.3,1,Minute,-112.05,1,Minute,1,North Pacific,U,,,,"CONC READING 7/03.  Alaina Harmon, 30 April 2024: Samples reverted to no external permission required following Jay Barlow's retirement.",5/31/12,Alaina.Harmon,4/30/24,1239,4645,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",1,16,C,6,,Y,Primer Extension Preamplification,4,>50ul,N,,,,,,,,10/18/05,Gabriela Serra-Valente,,Dan Prosperi,7/2/12,6/28/12,633,1239,,,,1218,,,,,,Dan Prosperi,5/19/14,5/19/14
4646,,,MAC950924.08,186013,,1995-CADDIS-MAC,,,,,,BIOPSY (PROJECTILE),534,JAY BARLOW,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,JPB,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,09/24/1995,1995,9,24,GULF OF CALIFORNIA,,,,,MEXICO,27.3,1,Minute,-112.05,1,Minute,1,North Pacific,U,,,,"CONC READING 7/03.  Alaina Harmon, 30 April 2024: Samples reverted to no external permission required following Jay Barlow's retirement.",5/31/12,Alaina.Harmon,4/30/24,1240,4646,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",1,16,C,7,,Y,Primer Extension Preamplification,4,>50ul,N,,,,,,,,10/18/05,Gabriela Serra-Valente,,Dan Prosperi,7/2/12,6/28/12,634,1240,,,,845,,,,,,Dan Prosperi,5/19/14,5/19/14
4647,,,MAC950924.09,186014,,1995-CADDIS-MAC,,,,,,BIOPSY (PROJECTILE),534,JAY BARLOW,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,JPB,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,09/24/1995,1995,9,24,GULF OF CALIFORNIA,,,,,MEXICO,27.3,1,Minute,-112.05,1,Minute,1,North Pacific,U,,,,"NO PEP PRODUCT LEFT.  Alaina Harmon, 30 April 2024: Samples reverted to no external permission required following Jay Barlow's retirement.",5/31/12,Alaina.Harmon,4/30/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4682,,,MAC951021.02,186049,,1995-CADDIS-MAC,,,,,,BIOPSY (PROJECTILE),534,JAY BARLOW,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,JPB,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,10/21/1995,1995,10,21,GULF OF CALIFORNIA,,,,,MEXICO,25.783333,1,Minute,-110.983333,1,Minute,1,North Pacific,U,,,,"CONC READING 7/03.  Alaina Harmon, 30 April 2024: Samples reverted to no external permission required following Jay Barlow's retirement.",5/31/12,Alaina.Harmon,4/30/24,1241,4682,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",1,16,C,8,,Y,Primer Extension Preamplification,4,>50ul,N,,,,,,,,10/18/05,Gabriela Serra-Valente,,Gabriela Serra-Valente,7/13/16,6/28/12,635,1241,,,,655,,,,,,Dan Prosperi,5/19/14,5/19/14
4684,,,MAC951021.04,186051,,1995-CADDIS-MAC,,,,,,BIOPSY (PROJECTILE),534,JAY BARLOW,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,JPB,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,10/21/1995,1995,10,21,GULF OF CALIFORNIA,,,,,MEXICO,25.783333,1,Minute,-110.983333,1,Minute,1,North Pacific,U,,,,"Alaina Harmon, 30 April 2024: Samples reverted to no external permission required following Jay Barlow's retirement.",5/31/12,Alaina.Harmon,4/30/24,1243,4684,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",1,16,D,1,,Y,Primer Extension Preamplification,4,>50ul,N,,,,,,,,10/18/05,Gabriela Serra-Valente,,Dan Prosperi,7/2/12,6/28/12,637,1243,,,,823,,,,,,Dan Prosperi,5/19/14,5/19/14
4986,,,MAC951103.02,186327,,1995-CADDIS-MAC,,,,,,BIOPSY (PROJECTILE),534,JAY BARLOW,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,JPB,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,11/03/1995,1995,11,3,,,,,,IMPORT FROM SEA (INTERNATIONAL WATERS),24.75,1,Minute,-113.2,1,Minute,1,North Pacific,U,,,,"COMPLETE DLOOP.  Alaina Harmon, 30 April 2024: Samples reverted to no external permission required following Jay Barlow's retirement.",5/31/12,Alaina.Harmon,4/30/24,1244,4986,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",1,16,D,2,5133,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,,,,,10/18/05,Gabriela Serra-Valente,,Gabriela Serra-Valente,5/5/17,6/28/12,638,1244,,,,890,,,,,,Dan Prosperi,5/19/14,5/19/14
4987,,,MAC951103.03,186328,,1995-CADDIS-MAC,,,,,,BIOPSY (PROJECTILE),534,JAY BARLOW,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,JPB,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,11/03/1995,1995,11,3,,,,,,IMPORT FROM SEA (INTERNATIONAL WATERS),24.75,1,Minute,-113.2,1,Minute,1,North Pacific,U,,,,"COMPLETE D-LOOP.  Alaina Harmon, 30 April 2024: Samples reverted to no external permission required following Jay Barlow's retirement.",5/31/12,Alaina.Harmon,4/30/24,1245,4987,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",1,16,D,3,5134,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,,,,,10/18/05,Gabriela Serra-Valente,,Dan Prosperi,7/2/12,6/28/12,639,1245,,,,1230,,,,,,Dan Prosperi,5/19/14,5/19/14
4988,,,MAC951103.04,186329,,1995-CADDIS-MAC,,,,,,BIOPSY (PROJECTILE),534,JAY BARLOW,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,JPB,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,11/03/1995,1995,11,3,,,,,,IMPORT FROM SEA (INTERNATIONAL WATERS),24.75,1,Minute,-113.2,1,Minute,1,North Pacific,U,,,,"COMPLETE D-LOOP.  Alaina Harmon, 30 April 2024: Samples reverted to no external permission required following Jay Barlow's retirement.",5/31/12,Alaina.Harmon,4/30/24,1247,4988,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",1,16,D,5,5135,Y,Genomic DNA,1,<=10ul,N,,,,,,,,10/18/05,Gabriela Serra-Valente,,Dan Prosperi,7/2/12,6/28/12,641,1247,,,,1540,,,,,,Dan Prosperi,5/19/14,5/19/14
5765,,,MAC960814.01,186765,,1996-ORCAWALE-MAC,,,,,,BIOPSY (PROJECTILE),534,JAY BARLOW,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,JPB,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,08/14/1996,1996,8,14,OFFSHORE,,,,CALIFORNIA,UNITED STATES OF AMERICA,32.25,1,Minute,-118.95,1,Minute,1,North Pacific,U,,,,"COMPLETE DLOOP.  Alaina Harmon, 30 April 2024: Samples reverted to no external permission required following Jay Barlow's retirement.",5/31/12,Alaina.Harmon,4/30/24,1248,5765,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",1,16,D,6,5903,Y,Genomic DNA,4,>50ul,N,,,,,,,,10/18/05,Gabriela Serra-Valente,,Dan Prosperi,7/2/12,6/28/12,642,1248,,,,220,,,,,,Dan Prosperi,5/19/14,5/19/14
5766,,,MAC960814.02,186766,,1996-ORCAWALE-MAC,,,,,,BIOPSY (PROJECTILE),534,JAY BARLOW,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,JPB,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,08/14/1996,1996,8,14,OFFSHORE,,,,CALIFORNIA,UNITED STATES OF AMERICA,32.25,1,Minute,-118.95,1,Minute,1,North Pacific,M,Molecular determination: SRY method,,,"CONC READING TAKEN IN 2003.  Alaina Harmon, 30 April 2024: Samples reverted to no external permission required following Jay Barlow's retirement.",5/31/12,Alaina.Harmon,4/30/24,1249,5766,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",1,16,D,7,5904,Y,Genomic DNA,4,>50ul,N,,,,,,,,10/18/05,Gabriela Serra-Valente,,Gabriela Serra-Valente,6/27/18,6/28/12,643,1249,,,,1468,,,,,,Dan Prosperi,5/19/14,5/19/14
5766,,,MAC960814.02,186766,,1996-ORCAWALE-MAC,,,,,,BIOPSY (PROJECTILE),534,JAY BARLOW,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,JPB,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,08/14/1996,1996,8,14,OFFSHORE,,,,CALIFORNIA,UNITED STATES OF AMERICA,32.25,1,Minute,-118.95,1,Minute,1,North Pacific,M,Molecular determination: SRY method,,,"CONC READING TAKEN IN 2003.  Alaina Harmon, 30 April 2024: Samples reverted to no external permission required following Jay Barlow's retirement.",5/31/12,Alaina.Harmon,4/30/24,1249,5766,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",1,16,D,7,5904,Y,Genomic DNA,4,>50ul,N,,,,,,,,10/18/05,Gabriela Serra-Valente,,Gabriela Serra-Valente,6/27/18,6/28/12,54139,1249,6/1/17,Kelly Robertson,Victor Fluorometry,82.73,,,,,,Gabriela Serra-Valente,6/27/18,6/27/18
5767,,,MAC960814.03,186767,,1996-ORCAWALE-MAC,,,,,,BIOPSY (PROJECTILE),534,JAY BARLOW,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,JPB,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,08/14/1996,1996,8,14,OFFSHORE,,,,CALIFORNIA,UNITED STATES OF AMERICA,32.25,1,Minute,-118.95,1,Minute,1,North Pacific,U,,,,"COMPLETE D-LOOP.  Alaina Harmon, 30 April 2024: Samples reverted to no external permission required following Jay Barlow's retirement.",5/31/12,Alaina.Harmon,4/30/24,1250,5767,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",1,16,D,8,5905,Y,Genomic DNA,4,>50ul,N,,,,,,,,10/18/05,Gabriela Serra-Valente,,Dan Prosperi,7/2/12,6/28/12,644,1250,,,,1530,,,,,,Dan Prosperi,5/19/14,5/19/14
5768,,,MAC960814.04,186768,,1996-ORCAWALE-MAC,,,,,,BIOPSY (PROJECTILE),534,JAY BARLOW,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,JPB,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,08/14/1996,1996,8,14,OFFSHORE,,,,CALIFORNIA,UNITED STATES OF AMERICA,32.25,1,Minute,-118.95,1,Minute,1,North Pacific,U,,,,"NO TISSUE IN VIAL WHEN CURATED.  Alaina Harmon, 30 April 2024: Samples reverted to no external permission required following Jay Barlow's retirement.",5/31/12,Alaina.Harmon,4/30/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7618,,,MAC970608.10,187938,,1997-SWAPS-MAC,,,,,,BIOPSY (PROJECTILE),423,BARB TAYLOR,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,BLT,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,06/08/1997,1997,6,8,OFFSHORE,,,,CALIFORNIA,UNITED STATES OF AMERICA,31.983333,1,Minute,-118.583333,1,Minute,1,North Pacific,M,Molecular determination: SRY method,,,"Alaina Harmon, 30 April 2024: Samples reverted to no external permission required following Barb Taylor's retirement.",5/31/12,Alaina.Harmon,4/30/24,1251,7618,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",1,16,D,9,7751,Y,Genomic DNA,4,>50ul,N,,,,,,,,10/18/05,Gabriela Serra-Valente,,Gabriela Serra-Valente,7/13/16,6/28/12,645,1251,,,,290,,,,,,Dan Prosperi,5/19/14,5/19/14
8670,,,DRC-95-04,188881,,,,,,,,STRANDING,464,DAN ODELL,497,SEA WORLD OF FLORIDA,,,,,SJC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,08/15/1995,1995,8,15,,,Big Pine Key,Monroe,FLORIDA,UNITED STATES OF AMERICA,24.666666,1,Minute,-81.333333,1,Minute,2,North Atlantic,F,Field determination: gonads were examined; carcass was examined and dissected.,,,"changed to not use restircted 2021 after 20 years of no permission contact.  nearly all samples were made available to us by N. Barros, Dan Odell not interested in monitoring, made not use restricted",5/31/12,dan.prosperi,6/8/22,1252,8670,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",1,16,E,1,8464,Y,Genomic DNA,4,>50ul,N,,,,,,,,10/18/05,Gabriela Serra-Valente,,Gabriela Serra-Valente,3/30/17,6/28/12,646,1252,,,,55,,,,,,Dan Prosperi,5/19/14,5/19/14
8670,,,DRC-95-04,188881,,,,,,,,STRANDING,464,DAN ODELL,497,SEA WORLD OF FLORIDA,,,,,SJC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,08/15/1995,1995,8,15,,,Big Pine Key,Monroe,FLORIDA,UNITED STATES OF AMERICA,24.666666,1,Minute,-81.333333,1,Minute,2,North Atlantic,F,Field determination: gonads were examined; carcass was examined and dissected.,,,"changed to not use restircted 2021 after 20 years of no permission contact.  nearly all samples were made available to us by N. Barros, Dan Odell not interested in monitoring, made not use restricted",5/31/12,dan.prosperi,6/8/22,91765,8670,1,F6,"-80C upright freezer, Marine Mammal and Turtle DNA",2,970,B,3,8464,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,1677,Brittany Hanser,9/21/16,,,,10/26/16,Alaina Harmon,2/9/22,10/26/16,42028,91765,10/19/16,Brittany Hanser,Victor Fluorometry,3.99,,,,,,Gabriela Serra-Valente,10/28/16,10/28/16
8671,,,ACS-9704,188882,,,,,,,,STRANDING,464,DAN ODELL,497,SEA WORLD OF FLORIDA,,,,,SJC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,03/22/1997,1997,3,22,ORMOND BEACH,,,Volusia,FLORIDA,UNITED STATES OF AMERICA,29.283333,1,Minute,-81.033333,1,Minute,2,North Atlantic,F,Field determination: gonads were examined; carcass was examined and dissected.,,,"changed to not use restircted 2021 after 20 years of no permission contact.  nearly all samples were made available to us by N. Barros, Dan Odell not interested in monitoring, made not use restricted",5/31/12,dan.prosperi,6/8/22,1253,8671,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",1,16,E,2,8465,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,,,,,10/18/05,Gabriela Serra-Valente,,Gabriela Serra-Valente,5/5/17,6/28/12,647,1253,,,,380,,,,,,Dan Prosperi,5/19/14,5/19/14
8752,,CAGN,BKD0010,188922,,,,,,,,BYCATCH,385,Kerri Danil,459,"NMFS, SWR, OBSERVER PROGRAM",,,"NMFS, SOUTHWEST REGION FISHERY OBSERVER PROGRAM and SOUTHWEST FISHERIES SCIENCE CENTER",,SJC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,09/09/1997,1997,9,9,OFFSHORE,,,,CALIFORNIA,UNITED STATES OF AMERICA,34.6,1,Minute,-121.9,1,Minute,1,North Pacific,F,Molecular determination: SRY method,,,COMPLETE D-LOOP,5/31/12,dan.prosperi,6/17/22,1255,8752,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",1,16,E,4,,Y,Genomic DNA,1,<=10ul,N,,,,,,,,10/18/05,Gabriela Serra-Valente,,Gabriela Serra-Valente,3/30/17,6/28/12,648,1255,3/21/14,Kelly Robertson,Victor Fluorometry,408.48,,,,,,Dan Prosperi,5/23/14,5/19/14
8752,,CAGN,BKD0010,188922,,,,,,,,BYCATCH,385,Kerri Danil,459,"NMFS, SWR, OBSERVER PROGRAM",,,"NMFS, SOUTHWEST REGION FISHERY OBSERVER PROGRAM and SOUTHWEST FISHERIES SCIENCE CENTER",,SJC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,09/09/1997,1997,9,9,OFFSHORE,,,,CALIFORNIA,UNITED STATES OF AMERICA,34.6,1,Minute,-121.9,1,Minute,1,North Pacific,F,Molecular determination: SRY method,,,COMPLETE D-LOOP,5/31/12,dan.prosperi,6/17/22,81451,8752,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",23,903,I,5,8549,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,1054,Amy Van Cise,3/13/14,,,,7/28/14,Alaina Harmon,2/2/22,7/28/14,,,,,,,,,,,,,,
9850,,,GIR980402.04,189734,,,,,,,,BIOPSY (PROJECTILE),445,CHARLES ANDERSON,408,"MARINE RESEARCH SECTION, MINISTRY OF FISHERIES AND AGRICULTURE",,,"Marine Research Section, Ministry of Fisheries and Agriculture, Republic of the Maldives, and R.L. Pitman, SWFSC",,RLP,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,04/02/1998,1998,4,2,,,,,,MALDIVES,4.866666,1,Minute,73.483333,1,Minute,3,Indian Ocean,F,Molecular determination: SRY method,,,"TITLE: DEPUTE DIRECTOR.  Source was recorded as ""BIOPSY-M/V GIRITY""",5/31/12,dan.prosperi,6/24/22,1256,9850,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",1,16,E,5,9648,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,,,,,10/18/05,Gabriela Serra-Valente,,Gabriela Serra-Valente,5/5/17,6/28/12,649,1256,,,,80,,,,,,Dan Prosperi,5/19/14,5/19/14
9864,,,GIR980413.02,189748,,,,,,,,BIOPSY (PROJECTILE),445,CHARLES ANDERSON,408,"MARINE RESEARCH SECTION, MINISTRY OF FISHERIES AND AGRICULTURE",,,"Marine Research Section, Ministry of Fisheries and Agriculture, Republic of the Maldives, and R.L. Pitman, SWFSC",,RLP,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,04/13/1998,1998,4,13,,,,,,MALDIVES,5.416666,1,Minute,73.25,1,Minute,3,Indian Ocean,M,Molecular determination: SRY method,,,"TITLE: DEPUTE DIRECTOR.  Source was recorded as ""BIOPSY-M/V GIRITY""",5/31/12,dan.prosperi,6/24/22,1257,9864,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",1,16,E,6,9662,Y,Genomic DNA,4,>50ul,N,,,,,,,,10/18/05,Gabriela Serra-Valente,,Dan Prosperi,7/2/12,6/28/12,650,1257,,,,135,,,,,,Dan Prosperi,5/19/14,5/19/14
9869,,,GIR980417.01,189753,,,,,,,,BIOPSY (PROJECTILE),445,CHARLES ANDERSON,408,"MARINE RESEARCH SECTION, MINISTRY OF FISHERIES AND AGRICULTURE",,,"Marine Research Section, Ministry of Fisheries and Agriculture, Republic of the Maldives, and R.L. Pitman, SWFSC",,RLP,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,04/17/1998,1998,4,17,,,,,,MALDIVES,4.966666,1,Minute,73.55,1,Minute,3,Indian Ocean,F,Molecular determination: SRY method,,,"TITLE: DEPUTE DIRECTOR.  Source was recorded as ""BIOPSY-M/V GIRITY""",5/31/12,dan.prosperi,6/24/22,1258,9869,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",1,16,E,7,9667,Y,Genomic DNA,4,>50ul,N,,,,,,,,10/18/05,Gabriela Serra-Valente,,Gabriela Serra-Valente,5/5/17,6/28/12,651,1258,,,,63,,,,,,Dan Prosperi,5/19/14,5/19/14
9871,,,GIR980418.01,189755,,,,,,,,BIOPSY (PROJECTILE),445,CHARLES ANDERSON,408,"MARINE RESEARCH SECTION, MINISTRY OF FISHERIES AND AGRICULTURE",,,"Marine Research Section, Ministry of Fisheries and Agriculture, Republic of the Maldives, and R.L. Pitman, SWFSC",,RLP,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,04/18/1998,1998,4,18,,,,,,MALDIVES,4.25,1,Minute,73.616666,1,Minute,3,Indian Ocean,F,Molecular determination: SRY method,,,"TITLE: DEPUTE DIRECTOR.  Source was recorded as ""BIOPSY-M/V GIRITY""",5/31/12,dan.prosperi,6/24/22,1259,9871,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",1,16,E,8,9669,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,,,,,10/18/05,Gabriela Serra-Valente,,Gabriela Serra-Valente,5/5/17,6/28/12,652,1259,,,,95,,,,,,Dan Prosperi,5/19/14,5/19/14
124781,,,RWB2011FEB18.05,233732,,,,,,,,BIOPSY (PROJECTILE),673,ROBIN BAIRD,255,CASCADIA RESEARCH COLLECTIVE,,,,,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,Y,Donator requested that PI request permission to use in study,02/18/2011,2011,2,18,,,,,HAWAII,UNITED STATES OF AMERICA,22.35,1,Minute,-159.366666,1,Minute,1,North Pacific,U,,3/17/2011 0:00:00,,,5/31/12,dan.prosperi,6/10/22,64188,124781,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",15,747,G,9,136951,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,,,,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
124781,,,RWB2011FEB18.05,233732,,,,,,,,BIOPSY (PROJECTILE),673,ROBIN BAIRD,255,CASCADIA RESEARCH COLLECTIVE,,,,,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,Y,Donator requested that PI request permission to use in study,02/18/2011,2011,2,18,,,,,HAWAII,UNITED STATES OF AMERICA,22.35,1,Minute,-159.366666,1,Minute,1,North Pacific,U,,3/17/2011 0:00:00,,,5/31/12,dan.prosperi,6/10/22,76521,124781,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",20,854,B,1,136951,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,960,Amy Van Cise,8/20/13,,,,9/30/13,Alaina Harmon,2/2/22,9/30/13,,,,,,,,,,,,,,
