Steno_archive_dump_4June2024_LabID,Steno_DID_D_ID,dbo_vw_DNA_Storage_LabID,CellStatus,Freezer,Freezer_Description,Rack,Box,Row,Column,T_ID,DNAInStock,DNA_Type,DQuant,DQuant_Description,CheckedOut,Checked_Out_By,Checked_Out_For,Steno_DID_Comments,Batch_.,Extracted_By,Extraction_Date,Extraction_Comments,InventoryDate,Inventory_Tech,Accession_Date,Steno_DID_Edit_User,Steno_DID_Edit_Date,Steno_DID_Record_Creation_Date,Concentration_ID,dbo_vw_DNA_Concentration_D_ID,Quantification_Date,Done_by_Name,Equipment_Method,Concentration_ng_ul,Concentration_260_280,Concentration_260_230,Quantity_Copies,Assay,dbo_vw_DNA_Concentration_Comments,dbo_vw_DNA_Concentration_Edit_User,dbo_vw_DNA_Concentration_Edit_Date,dbo_vw_DNA_Concentration_Record_Creation_Date
78775,52964,78775,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,498,H,5,,N,Genomic DNA,0,None left,N,,,,377,Jake Minich,3/31/10,steno 1 61923 overflowedàhad to reextract wells around that 'c8',,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
78776,52965,78776,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,498,H,6,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,377,Jake Minich,3/31/10,steno 1 61923 overflowedàhad to reextract wells around that 'c8',,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
78777,52966,78777,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,498,H,7,,N,Genomic DNA,0,None left,N,,,,377,Jake Minich,3/31/10,steno 1 61923 overflowedàhad to reextract wells around that 'c8',,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
78777,62472,78777,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,725,A,6,106247,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,655,Jake Minich,6/23/11,HICEAS P2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
78777,62472,78777,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,725,A,6,106247,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,656,Jake Minich,7/5/11,S bre. # of Samples in Batch: 22x2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
78778,52967,78778,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,498,H,8,,N,Genomic DNA,0,None left,N,,,,377,Jake Minich,3/31/10,steno 1 61923 overflowedàhad to reextract wells around that 'c8',,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
78778,62473,78778,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,725,A,7,106248,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,655,Jake Minich,6/23/11,HICEAS P2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
78778,62473,78778,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,725,A,7,106248,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,656,Jake Minich,7/5/11,S bre. # of Samples in Batch: 22x2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
78779,53328,78779,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",3,503,C,9,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,,,,,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
79909,55401,79909,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",4,528,I,2,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,,,,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
79981,53329,79981,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",3,503,D,1,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,,,,,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
79995,53330,79995,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",3,503,D,2,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,,,,,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
79996,53332,79996,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",3,503,D,4,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,,,,,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
79997,53333,79997,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",3,503,D,5,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,,,,,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
79999,79401,79999,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",22,882,G,8,107770,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,,,,,,,3/18/14,Alaina Harmon,2/2/22,3/18/14,28152,79401,3/18/14,Louella Dolar,Nanodrop Spectrophotometry,423.11,1.93,1.61,,,,Dan Prosperi,5/23/14,5/19/14
79999,79401,79999,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",22,882,G,8,107770,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,,,,,,,3/18/14,Alaina Harmon,2/2/22,3/18/14,28295,79401,3/21/14,Kelly Robertson,Tecan Fluorometry,223.09,,,,,,Dan Prosperi,5/23/14,5/23/14
80008,53334,80008,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",3,503,D,6,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,,,,,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
80008,103579,80008,1,F6,"-80C upright freezer, Marine Mammal and Turtle DNA",5,1027,F,8,107779,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,2001,Kelly Robertson,8/1/18,,,,8/15/18,Alaina Harmon,2/9/22,8/15/18,,,,,,,,,,,,,,
80009,53335,80009,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",3,503,D,7,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,,,,,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
80010,53336,80010,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",3,503,D,8,,N,Genomic DNA,0,None left,N,,,,,,,,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
80010,62474,80010,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,725,A,8,,Y,Genomic DNA,1,<=10ul,N,,,,655,Jake Minich,6/23/11,HICEAS P2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
80010,62474,80010,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,725,A,8,,Y,Genomic DNA,1,<=10ul,N,,,,656,Jake Minich,7/5/11,S bre. # of Samples in Batch: 22x2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
88599,62480,88599,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,725,B,5,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,656,Jake Minich,7/5/11,S bre. # of Samples in Batch: 22x2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
88600,62481,88600,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,725,B,6,,Y,Genomic DNA,1,<=10ul,N,,,,656,Jake Minich,7/5/11,S bre. # of Samples in Batch: 22x2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
88601,62482,88601,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,725,B,7,,Y,Genomic DNA,1,<=10ul,N,,,,656,Jake Minich,7/5/11,S bre. # of Samples in Batch: 22x2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
88602,62483,88602,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,725,B,8,,Y,Genomic DNA,1,<=10ul,N,,,,656,Jake Minich,7/5/11,S bre. # of Samples in Batch: 22x2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
88603,62484,88603,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,725,B,9,,Y,Genomic DNA,1,<=10ul,N,,,,656,Jake Minich,7/5/11,S bre. # of Samples in Batch: 22x2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
88613,62485,88613,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,725,C,1,,Y,Genomic DNA,1,<=10ul,N,,,,656,Jake Minich,7/5/11,S bre. # of Samples in Batch: 22x2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
92231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92258,57224,92258,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",11,665,D,6,,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,445,Louella Dolar,9/27/10,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
94811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102471,63160,102471,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,736,B,6,133381,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,673,Jake Minich,9/22/11,NaCl extraction S bre loan,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
102472,63161,102472,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,736,B,7,133382,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,673,Jake Minich,9/22/11,NaCl extraction S bre loan,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
102473,63162,102473,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,736,B,8,133383,Y,Genomic DNA,1,<=10ul,N,,,,673,Jake Minich,9/22/11,NaCl extraction S bre loan,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
102473,103633,102473,1,F6,"-80C upright freezer, Marine Mammal and Turtle DNA",5,1027,J,10,133383,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,2005,Kelly Robertson,9/4/18,,,,9/10/18,Alaina Harmon,2/9/22,9/10/18,,,,,,,,,,,,,,
102474,63163,102474,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,736,B,9,133384,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,673,Jake Minich,9/22/11,NaCl extraction S bre loan,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
102475,63164,102475,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,736,C,1,133385,N,Genomic DNA,0,None left,N,,,Sample missing as of 10/15/2012. Last checked out to J. Minich.,673,Jake Minich,9/22/11,NaCl extraction S bre loan,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
102476,63165,102476,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,736,C,2,133386,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,673,Jake Minich,9/22/11,NaCl extraction S bre loan,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
102477,63166,102477,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,736,C,3,133387,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,673,Jake Minich,9/22/11,NaCl extraction S bre loan,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
102478,63167,102478,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,736,C,4,133388,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,673,Jake Minich,9/22/11,NaCl extraction S bre loan,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
103979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116865,76583,116865,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",20,854,H,9,162021,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,985,Louella Dolar,10/30/13,,,,10/22/13,Alaina Harmon,2/2/22,10/22/13,27189,76583,3/21/14,Kelly Robertson,Victor Fluorometry,136.95,,,,,,Dan Prosperi,5/23/14,5/19/14
116871,76589,116871,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",20,854,I,6,162027,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,985,Louella Dolar,10/30/13,,,,10/22/13,Alaina Harmon,2/2/22,10/22/13,27195,76589,3/21/14,Kelly Robertson,Victor Fluorometry,131.05,,,,,,Dan Prosperi,5/23/14,5/19/14
123344,62524,123344,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,725,G,4,,Y,Genomic DNA,4,>50ul,N,,,,654,Jake Minich,6/23/11,HICEAS P1,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
123345,62525,123345,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,725,G,5,,Y,Genomic DNA,4,>50ul,N,,,,654,Jake Minich,6/23/11,HICEAS P1,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
123346,62526,123346,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,725,G,6,,Y,Genomic DNA,4,>50ul,N,,,,654,Jake Minich,6/23/11,HICEAS P1,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
123348,62527,123348,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,725,G,7,,Y,Genomic DNA,4,>50ul,N,,,,654,Jake Minich,6/23/11,HICEAS P1,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
123349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123351,62528,123351,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,725,G,8,,Y,Genomic DNA,4,>50ul,N,,,,654,Jake Minich,6/23/11,HICEAS P1,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
123352,62529,123352,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,725,G,9,,Y,Genomic DNA,4,>50ul,N,,,,654,Jake Minich,6/23/11,HICEAS P1,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
123383,62530,123383,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,725,H,1,,Y,Genomic DNA,4,>50ul,N,,,,654,Jake Minich,6/23/11,HICEAS P1,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
123384,62531,123384,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,725,H,2,,Y,Genomic DNA,4,>50ul,N,,,,654,Jake Minich,6/23/11,HICEAS P1,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
123385,62532,123385,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,725,H,3,,Y,Genomic DNA,4,>50ul,N,,,,654,Jake Minich,6/23/11,HICEAS P1,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
124012,63265,124012,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",16,761,C,3,135353,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,,,,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
124012,64187,124012,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",15,747,G,8,135353,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,,,,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
124013,63266,124013,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",16,761,C,4,135354,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,,,,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
124013,64186,124013,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",15,747,G,7,135354,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,,,,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
124776,59771,124776,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",13,701,C,3,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,581,Louella Dolar,3/21/11,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
124777,59772,124777,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",13,701,C,4,,Y,Genomic DNA,1,<=10ul,N,,,,581,Louella Dolar,3/21/11,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
124778,59773,124778,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",13,701,C,5,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,581,Louella Dolar,3/21/11,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
124779,59774,124779,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",13,701,C,6,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,581,Louella Dolar,3/21/11,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
124780,59775,124780,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",13,701,C,7,,Y,Genomic DNA,1,<=10ul,N,,,,581,Louella Dolar,3/21/11,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
125879,63267,125879,-9,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,737,E,5,138395,N,Genomic DNA,0,None left,N,,,used all for loan per KMR 12/6/2011,659,Jake Minich,7/8/11,beaked whales brittany P2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
125880,63268,125880,-9,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,737,E,6,138396,N,Genomic DNA,0,None left,N,,,used all for loan per KMR 12/6/2011,659,Jake Minich,7/8/11,beaked whales brittany P2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
132618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133154,85860,133154,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",24,937,M,1,145880,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,1329,Kelly Robertson,7/16/15,Extracted by Tiffany Lowe,,,7/23/15,Alaina Harmon,2/2/22,7/23/15,32090,85860,10/22/15,Morgane Lauf,Victor Fluorometry,32.08,,,,,,Nicky Beaulieu,10/26/15,10/26/15
133155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133172,86071,133172,1,F6,"-80C upright freezer, Marine Mammal and Turtle DNA",1,948,H,10,145898,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,1347,Kelly Robertson,7/30/15,Extracted by Tiffany Lowe,,,8/6/15,Alaina Harmon,2/9/22,8/6/15,,,,,,,,,,,,,,
133173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134000,63329,134000,-9,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,737,C,4,466749,N,Genomic DNA,0,None left,N,,,,688,Louella Dolar,12/5/11,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
134006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139066,80036,139066,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",22,887,E,9,173512,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,1068,Louella Dolar,4/16/14,,,,4/23/14,Alaina Harmon,2/2/22,4/23/14,53652,80036,4/27/17,Kelly Robertson,Victor Fluorometry,243.2,,,,,,Gabriela Serra-Valente,6/6/18,6/6/18
159730,116145,159730,1,F6,"-80C upright freezer, Marine Mammal and Turtle DNA",8,1090,I,3,195510,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,2284,Kelly Robertson,5/20/21,,,,6/29/21,Alaina Harmon,9/3/21,6/29/21,,,,,,,,,,,,,,
159731,116146,159731,1,F6,"-80C upright freezer, Marine Mammal and Turtle DNA",8,1090,I,4,195511,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,2284,Kelly Robertson,5/20/21,,,,6/29/21,Alaina Harmon,9/3/21,6/29/21,,,,,,,,,,,,,,
159732,116147,159732,1,F6,"-80C upright freezer, Marine Mammal and Turtle DNA",8,1090,I,5,195512,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,2284,Kelly Robertson,5/20/21,,,,6/29/21,Alaina Harmon,9/3/21,6/29/21,,,,,,,,,,,,,,
159742,116157,159742,1,F6,"-80C upright freezer, Marine Mammal and Turtle DNA",8,1090,J,2,195522,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,2284,Kelly Robertson,5/20/21,,,,6/29/21,Alaina Harmon,9/3/21,6/29/21,,,,,,,,,,,,,,
159743,116158,159743,1,F6,"-80C upright freezer, Marine Mammal and Turtle DNA",8,1090,J,3,195523,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,2284,Kelly Robertson,5/20/21,,,,6/29/21,Alaina Harmon,9/3/21,6/29/21,,,,,,,,,,,,,,
159744,116159,159744,1,F6,"-80C upright freezer, Marine Mammal and Turtle DNA",8,1090,J,4,195524,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,2284,Kelly Robertson,5/20/21,,,,6/29/21,Alaina Harmon,9/3/21,6/29/21,,,,,,,,,,,,,,
175245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175295,116178,175295,-9,F6,"-80C upright freezer, Marine Mammal and Turtle DNA",8,1090,K,10,212530,N,Genomic DNA,0,None left,N,,,DNA tossed due to contamination during tube transfer,2285,Kelly Robertson,6/2/21,,,,6/29/21,Alaina Harmon,9/15/21,6/29/21,,,,,,,,,,,,,,
187722,102890,187722,1,F6,"-80C upright freezer, Marine Mammal and Turtle DNA",5,1023,E,10,226678,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,1957,Brittany Hanser,2/5/18,,,,4/6/18,Alaina Harmon,2/9/22,4/6/18,52608,102890,2/7/18,Brittany Hanser,Victor Fluorometry,17.14,,,,,,Gabriela Serra-Valente,4/9/18,4/9/18
187724,102892,187724,1,F6,"-80C upright freezer, Marine Mammal and Turtle DNA",5,1023,E,12,226680,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,1957,Brittany Hanser,2/5/18,,,,4/6/18,Alaina Harmon,2/9/22,4/6/18,52611,102892,2/7/18,Brittany Hanser,Victor Fluorometry,0,,,,,,Gabriela Serra-Valente,4/9/18,4/9/18
187729,102897,187729,1,F6,"-80C upright freezer, Marine Mammal and Turtle DNA",5,1023,F,4,226685,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,1957,Brittany Hanser,2/5/18,,,,4/6/18,Alaina Harmon,2/9/22,4/6/18,52610,102897,2/7/18,Brittany Hanser,Victor Fluorometry,6.6,,,,,,Gabriela Serra-Valente,4/9/18,4/9/18
187730,102898,187730,1,F6,"-80C upright freezer, Marine Mammal and Turtle DNA",5,1023,F,5,226686,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,1957,Brittany Hanser,2/5/18,,,,4/6/18,Alaina Harmon,2/9/22,4/6/18,52603,102898,2/7/18,Brittany Hanser,Victor Fluorometry,51.17,,,,,,Gabriela Serra-Valente,4/9/18,4/9/18
187731,102899,187731,1,F6,"-80C upright freezer, Marine Mammal and Turtle DNA",5,1023,F,6,226687,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,1957,Brittany Hanser,2/5/18,,,,4/6/18,Alaina Harmon,2/9/22,4/6/18,52609,102899,2/7/18,Brittany Hanser,Victor Fluorometry,33.97,,,,,,Gabriela Serra-Valente,4/9/18,4/9/18
187733,102901,187733,1,F6,"-80C upright freezer, Marine Mammal and Turtle DNA",5,1023,F,8,226689,Y,Genomic DNA,4,>50ul,N,,,,1957,Brittany Hanser,2/5/18,,,,4/6/18,Alaina Harmon,2/9/22,4/6/18,52616,102901,2/7/18,Brittany Hanser,Victor Fluorometry,13.07,,,,,,Gabriela Serra-Valente,4/9/18,4/9/18
