Pele_archive_dump_3June2024_LabID,Pele_DIDs_D_ID,dbo_vw_DNA_Storage_LabID,CellStatus,Freezer,Freezer_Description,Rack,Box,Row,Column,T_ID,DNAInStock,DNA_Type,DQuant,DQuant_Description,CheckedOut,Checked_Out_By,Checked_Out_For,Pele_DIDs_Comments,Batch_.,Extracted_By,Extraction_Date,Extraction_Comments,InventoryDate,Inventory_Tech,Accession_Date,Pele_DIDs_Edit_User,Pele_DIDs_Edit_Date,Pele_DIDs_Record_Creation_Date,Concentration_ID,dbo_vw_DNA_Concentration_D_ID,Quantification_Date,Done_by_Name,Equipment_Method,Concentration_ng_ul,Concentration_260_280,Concentration_260_230,Quantity_Copies,Assay,dbo_vw_DNA_Concentration_Comments,dbo_vw_DNA_Concentration_Edit_User,dbo_vw_DNA_Concentration_Edit_Date,dbo_vw_DNA_Concentration_Record_Creation_Date
105430,70634,105430,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",17,799,C,8,148841,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,817,Louella Dolar,10/23/12,mixed batch- Pele for BLH; the rest for KMR,,,11/1/12,Alaina Harmon,2/2/22,11/1/12,,,,,,,,,,,,,,
105430,71993,105430,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",18,810,E,1,148841,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,,,,,,,1/22/13,Alaina Harmon,2/2/22,1/22/13,,,,,,,,,,,,,,
105431,66064,105431,-1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",8,145,E,8,148842,N,Genomic DNA,0,None left,N,,,TOSS due to possible contamination per BLH 8/3/2012,,,,,,,,Nicky Beaulieu,8/3/12,6/28/12,,,,,,,,,,,,,,
105431,66299,105431,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",16,769,F,8,148842,N,Genomic DNA,0,None left,N,,,TOSS due to possible contamination per BLH 8/3/2012,736,Amy Lanci,5/1/12,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
105431,69466,105431,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",17,792,F,9,148842,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,,,,,,,8/22/12,Alaina Harmon,2/2/22,8/22/12,,,,,,,,,,,,,,
105432,66065,105432,-1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",8,145,E,9,148843,N,Genomic DNA,0,None left,N,,,TOSS due to possible contamination per BLH 8/3/2012,,,,,,,,Nicky Beaulieu,8/3/12,6/28/12,,,,,,,,,,,,,,
105432,66300,105432,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",16,769,F,9,148843,N,Genomic DNA,0,None left,N,,,TOSS due to possible contamination per BLH 8/3/2012,736,Amy Lanci,5/1/12,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
105432,69467,105432,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",17,792,G,1,148843,Y,Genomic DNA,4,>50ul,N,,,,,,,,,,8/22/12,Alaina Harmon,2/2/22,8/22/12,,,,,,,,,,,,,,
105433,66066,105433,-1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",8,145,F,1,148844,N,Genomic DNA,0,None left,N,,,TOSS due to possible contamination per BLH 8/3/2012,,,,,,,,Nicky Beaulieu,8/3/12,6/28/12,,,,,,,,,,,,,,
105433,66301,105433,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",16,769,G,1,148844,N,Genomic DNA,0,None left,N,,,TOSS due to possible contamination per BLH 8/3/2012,736,Amy Lanci,5/1/12,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
105433,70635,105433,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",17,799,C,9,148844,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,817,Louella Dolar,10/23/12,mixed batch- Pele for BLH; the rest for KMR,,,11/1/12,Alaina Harmon,2/2/22,11/1/12,,,,,,,,,,,,,,
105433,71994,105433,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",18,810,E,2,148844,Y,Genomic DNA,4,>50ul,N,,,,,,,,,,1/22/13,Alaina Harmon,2/2/22,1/22/13,,,,,,,,,,,,,,
105434,66067,105434,-1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",8,145,F,2,148845,N,Genomic DNA,0,None left,N,,,TOSS due to possible contamination per BLH 8/3/2012,,,,,,,,Nicky Beaulieu,8/3/12,6/28/12,,,,,,,,,,,,,,
105434,66302,105434,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",16,769,G,2,148845,N,Genomic DNA,0,None left,N,,,TOSS due to possible contamination per BLH 8/3/2012,736,Amy Lanci,5/1/12,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
105434,69468,105434,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",17,792,G,2,148845,Y,Genomic DNA,4,>50ul,N,,,,,,,,,,8/22/12,Alaina Harmon,2/2/22,8/22/12,,,,,,,,,,,,,,
105434,69472,105434,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",17,792,G,6,148845,Y,Genomic DNA,4,>50ul,N,,,,,,,,,,8/22/12,Alaina Harmon,2/2/22,8/22/12,,,,,,,,,,,,,,
105435,66068,105435,-1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",8,145,F,3,148846,N,Genomic DNA,0,None left,N,,,TOSS due to possible contamination per BLH 8/3/2012,,,,,,,,Nicky Beaulieu,8/3/12,6/28/12,,,,,,,,,,,,,,
105435,66303,105435,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",16,769,G,3,148846,N,Genomic DNA,0,None left,N,,,TOSS due to possible contamination per BLH 8/3/2012,736,Amy Lanci,5/1/12,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
105435,70636,105435,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",17,799,D,1,148846,Y,Genomic DNA,2,>10ul and <=25ul,N,,,reconstituted per BLH 7/15/2013,817,Louella Dolar,10/23/12,mixed batch- Pele for BLH; the rest for KMR,,,11/1/12,Alaina Harmon,2/2/22,11/1/12,,,,,,,,,,,,,,
105435,71995,105435,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",18,810,E,3,148846,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,,,,,,,1/22/13,Alaina Harmon,2/2/22,1/22/13,,,,,,,,,,,,,,
105436,66069,105436,-1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",8,145,F,4,148847,N,Genomic DNA,0,None left,N,,,TOSS due to possible contamination per BLH 8/3/2012,,,,,,,,Nicky Beaulieu,8/3/12,6/28/12,,,,,,,,,,,,,,
105436,66304,105436,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",16,769,G,4,148847,N,Genomic DNA,0,None left,N,,,TOSS due to possible contamination per BLH 8/3/2012,736,Amy Lanci,5/1/12,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
105436,70637,105436,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",17,799,D,2,148847,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,817,Louella Dolar,10/23/12,mixed batch- Pele for BLH; the rest for KMR,,,11/1/12,Alaina Harmon,2/2/22,11/1/12,,,,,,,,,,,,,,
105436,71996,105436,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",18,810,E,4,148847,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,,,,,,,1/22/13,Alaina Harmon,2/2/22,1/22/13,,,,,,,,,,,,,,
105437,66070,105437,-1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",8,145,F,5,148848,N,Genomic DNA,0,None left,N,,,TOSS due to possible contamination per BLH 8/3/2012,,,,,,,,Nicky Beaulieu,8/3/12,6/28/12,,,,,,,,,,,,,,
105437,66305,105437,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",16,769,G,5,148848,N,Genomic DNA,0,None left,N,,,TOSS due to possible contamination per BLH 8/3/2012,736,Amy Lanci,5/1/12,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
105437,69469,105437,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",17,792,G,3,148848,Y,Genomic DNA,4,>50ul,N,,,,,,,,,,8/22/12,Alaina Harmon,2/2/22,8/22/12,,,,,,,,,,,,,,
105437,69471,105437,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",17,792,G,5,148848,Y,Genomic DNA,4,>50ul,N,,,,,,,,,,8/22/12,Alaina Harmon,2/2/22,8/22/12,,,,,,,,,,,,,,
105437,70638,105437,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",17,799,D,3,148848,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,817,Louella Dolar,10/23/12,mixed batch- Pele for BLH; the rest for KMR,,,11/1/12,Alaina Harmon,2/2/22,11/1/12,,,,,,,,,,,,,,
105438,66071,105438,-1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",8,145,F,6,148849,N,Genomic DNA,0,None left,N,,,TOSS due to possible contamination per BLH 8/3/2012,,,,,,,,Nicky Beaulieu,8/3/12,6/28/12,,,,,,,,,,,,,,
105438,66306,105438,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",16,769,G,6,148849,N,Genomic DNA,0,None left,N,,,TOSS due to possible contamination per BLH 8/3/2012,737,Kelly Robertson,5/7/12,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
105438,69470,105438,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",17,792,G,4,148849,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,,,,,,,8/22/12,Alaina Harmon,2/2/22,8/22/12,,,,,,,,,,,,,,
108146,69124,108146,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",17,788,G,5,151984,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,,,,,,,8/10/12,Alaina Harmon,2/2/22,8/10/12,,,,,,,,,,,,,,
108147,69115,108147,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",17,788,F,5,151985,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,,,,,,,8/10/12,Alaina Harmon,2/2/22,8/10/12,,,,,,,,,,,,,,
108148,69116,108148,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",17,788,F,6,151986,Y,Genomic DNA,1,<=10ul,N,,,,,,,,,,8/10/12,Alaina Harmon,2/2/22,8/10/12,61986,69116,11/17/18,Kelly Robertson,Victor Fluorometry,62.8,,,,,,Gabriela Serra-Valente,6/10/19,5/29/19
108149,69120,108149,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",17,788,G,1,151987,Y,Genomic DNA,1,<=10ul,N,,,,,,,,,,8/10/12,Alaina Harmon,2/2/22,8/10/12,,,,,,,,,,,,,,
108150,69128,108150,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",17,788,G,9,151988,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,,,,,,,8/10/12,Alaina Harmon,2/2/22,8/10/12,,,,,,,,,,,,,,
108151,69119,108151,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",17,788,F,9,151989,Y,Genomic DNA,1,<=10ul,N,,,,,,,,,,8/10/12,Alaina Harmon,2/2/22,8/10/12,61987,69119,11/17/18,Kelly Robertson,Victor Fluorometry,68.45,,,,,,Gabriela Serra-Valente,6/10/19,5/29/19
108152,69117,108152,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",17,788,F,7,151990,Y,Genomic DNA,1,<=10ul,N,,,,,,,,,,8/10/12,Alaina Harmon,2/2/22,8/10/12,,,,,,,,,,,,,,
108154,69118,108154,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",17,788,F,8,151992,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,,,,,,,8/10/12,Alaina Harmon,2/2/22,8/10/12,,,,,,,,,,,,,,
108155,69122,108155,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",17,788,G,3,151993,Y,Genomic DNA,1,<=10ul,N,,,,,,,,,,8/10/12,Alaina Harmon,2/2/22,8/10/12,,,,,,,,,,,,,,
108215,69127,108215,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",17,788,G,8,152053,Y,Genomic DNA,1,<=10ul,N,,,,,,,,,,8/10/12,Alaina Harmon,2/2/22,8/10/12,,,,,,,,,,,,,,
108216,69123,108216,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",17,788,G,4,152054,Y,Genomic DNA,1,<=10ul,N,,,,,,,,,,8/10/12,Alaina Harmon,2/2/22,8/10/12,,,,,,,,,,,,,,
112643,70795,112643,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",18,801,C,6,156830,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,,,,,,,11/21/12,Alaina Harmon,2/2/22,11/21/12,61988,70795,11/17/18,Kelly Robertson,Victor Fluorometry,10.31,,,,,,Gabriela Serra-Valente,6/10/19,5/29/19
112644,70796,112644,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",18,801,C,7,156831,Y,Genomic DNA,4,>50ul,N,,,,,,,,,,11/21/12,Alaina Harmon,2/2/22,11/21/12,,,,,,,,,,,,,,
112666,77215,112666,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",21,861,D,5,156853,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,1006,Morgane Lauf,12/3/13,Some samples were very small skin flecks,,,12/12/13,Alaina Harmon,2/2/22,12/12/13,28353,77215,12/12/13,Morgane Lauf,Nanodrop Spectrophotometry,15.36,2.24,0.55,,,,Dan Prosperi,5/23/14,5/23/14
112693,77216,112693,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",21,861,D,6,156904,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,1006,Morgane Lauf,12/3/13,Some samples were very small skin flecks,,,12/12/13,Alaina Harmon,2/2/22,12/12/13,28412,77216,12/12/13,Morgane Lauf,Nanodrop Spectrophotometry,21.38,2.12,0.71,,,,Dan Prosperi,5/23/14,5/23/14
112694,77217,112694,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",21,861,D,7,156905,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,1006,Morgane Lauf,12/3/13,Some samples were very small skin flecks,,,12/12/13,Alaina Harmon,2/2/22,12/12/13,28593,77217,12/12/13,Morgane Lauf,Nanodrop Spectrophotometry,2.21,2.78,0.09,,,,Dan Prosperi,5/23/14,5/23/14
112695,77218,112695,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",21,861,D,8,156907,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,1006,Morgane Lauf,12/3/13,Some samples were very small skin flecks,,,12/12/13,Alaina Harmon,2/2/22,12/12/13,28373,77218,12/12/13,Morgane Lauf,Nanodrop Spectrophotometry,27.83,1.93,0.85,,,,Dan Prosperi,5/23/14,5/23/14
112696,77219,112696,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",21,861,D,9,156909,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,1006,Morgane Lauf,12/3/13,Some samples were very small skin flecks,,,12/12/13,Alaina Harmon,2/2/22,12/12/13,28468,77219,12/12/13,Morgane Lauf,Nanodrop Spectrophotometry,105.33,1.98,1.55,,,,Dan Prosperi,5/23/14,5/23/14
112697,77220,112697,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",21,861,E,1,156911,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,1006,Morgane Lauf,12/3/13,Some samples were very small skin flecks,,,12/12/13,Alaina Harmon,2/2/22,12/12/13,28569,77220,12/12/13,Morgane Lauf,Nanodrop Spectrophotometry,65.2,2.03,1.22,,,,Dan Prosperi,5/23/14,5/23/14
112698,77221,112698,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",21,861,E,2,156913,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,1006,Morgane Lauf,12/3/13,Some samples were very small skin flecks,,,12/12/13,Alaina Harmon,2/2/22,12/12/13,28349,77221,12/12/13,Morgane Lauf,Nanodrop Spectrophotometry,137.58,1.95,1.56,,,,Dan Prosperi,5/23/14,5/23/14
112702,77222,112702,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",21,861,E,3,156920,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,1006,Morgane Lauf,12/3/13,Some samples were very small skin flecks,,,12/12/13,Alaina Harmon,2/2/22,12/12/13,28526,77222,12/12/13,Morgane Lauf,Nanodrop Spectrophotometry,1.43,3.7,0.06,,,,Dan Prosperi,5/23/14,5/23/14
112703,77223,112703,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",21,861,E,4,156921,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,1006,Morgane Lauf,12/3/13,Some samples were very small skin flecks,,,12/12/13,Alaina Harmon,2/2/22,12/12/13,28544,77223,12/12/13,Morgane Lauf,Nanodrop Spectrophotometry,0.69,-1.15,0.03,,,,Dan Prosperi,5/23/14,5/23/14
112704,77224,112704,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",21,861,E,5,156923,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,1006,Morgane Lauf,12/3/13,Some samples were very small skin flecks,,,12/12/13,Alaina Harmon,2/2/22,12/12/13,28409,77224,12/12/13,Morgane Lauf,Nanodrop Spectrophotometry,33.85,1.98,0.81,,,,Dan Prosperi,5/23/14,5/23/14
113658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114964,75089,114964,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",19,838,I,4,160004,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,939,Louella Dolar,6/24/13,,,,7/2/13,Alaina Harmon,2/2/22,7/2/13,,,,,,,,,,,,,,
116529,75495,116529,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",20,843,I,5,161574,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,,,,,,,7/30/13,Alaina Harmon,2/2/22,7/30/13,,,,,,,,,,,,,,
116530,75496,116530,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",20,843,I,6,161575,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,,,,,,,7/30/13,Alaina Harmon,2/2/22,7/30/13,,,,,,,,,,,,,,
116531,75497,116531,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",20,843,I,7,161576,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,,,,,,,7/30/13,Alaina Harmon,2/2/22,7/30/13,,,,,,,,,,,,,,
116532,75498,116532,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",20,843,I,8,161577,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,,,,,,,7/30/13,Alaina Harmon,2/2/22,7/30/13,,,,,,,,,,,,,,
116533,75499,116533,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",20,843,I,9,161578,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,,,,,,,7/30/13,Alaina Harmon,2/2/22,7/30/13,,,,,,,,,,,,,,
116534,75500,116534,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",20,844,A,1,161579,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,,,,,,,7/30/13,Alaina Harmon,2/2/22,7/30/13,,,,,,,,,,,,,,
116535,75501,116535,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",20,844,A,2,161580,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,,,,,,,7/30/13,Alaina Harmon,2/2/22,7/30/13,,,,,,,,,,,,,,
116536,75502,116536,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",20,844,A,3,161581,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,,,,,,,7/30/13,Alaina Harmon,2/2/22,7/30/13,,,,,,,,,,,,,,
116537,75503,116537,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",20,844,A,4,161582,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,,,,,,,7/30/13,Alaina Harmon,2/2/22,7/30/13,,,,,,,,,,,,,,
116538,75504,116538,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",20,844,A,5,161583,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,,,,,,,7/30/13,Alaina Harmon,2/2/22,7/30/13,,,,,,,,,,,,,,
116539,75505,116539,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",20,844,A,6,161584,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,,,,,,,7/30/13,Alaina Harmon,2/2/22,7/30/13,,,,,,,,,,,,,,
116540,75506,116540,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",20,844,A,7,161585,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,,,,,,,7/30/13,Alaina Harmon,2/2/22,7/30/13,,,,,,,,,,,,,,
116541,75507,116541,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",20,844,A,8,161586,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,,,,,,,7/30/13,Alaina Harmon,2/2/22,7/30/13,,,,,,,,,,,,,,
116542,75508,116542,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",20,844,A,9,161587,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,,,,,,,7/30/13,Alaina Harmon,2/2/22,7/30/13,,,,,,,,,,,,,,
116543,75509,116543,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",20,844,B,1,161588,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,,,,,,,7/30/13,Alaina Harmon,2/2/22,7/30/13,,,,,,,,,,,,,,
116544,75510,116544,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",20,844,B,2,161589,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,,,,,,,7/30/13,Alaina Harmon,2/2/22,7/30/13,,,,,,,,,,,,,,
116545,75511,116545,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",20,844,B,3,161590,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,,,,,,,7/30/13,Alaina Harmon,2/2/22,7/30/13,,,,,,,,,,,,,,
116546,75512,116546,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",20,844,B,4,161591,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,,,,,,,7/30/13,Alaina Harmon,2/2/22,7/30/13,,,,,,,,,,,,,,
116547,75513,116547,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",20,844,B,5,161592,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,,,,,,,7/30/13,Alaina Harmon,2/2/22,7/30/13,,,,,,,,,,,,,,
116548,75514,116548,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",20,844,B,6,161593,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,,,,,,,7/30/13,Alaina Harmon,2/2/22,7/30/13,,,,,,,,,,,,,,
116549,75515,116549,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",20,844,B,7,161594,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,,,,,,,7/30/13,Alaina Harmon,2/2/22,7/30/13,,,,,,,,,,,,,,
116550,75516,116550,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",20,844,B,8,161595,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,,,,,,,7/30/13,Alaina Harmon,2/2/22,7/30/13,,,,,,,,,,,,,,
116551,75517,116551,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",20,844,B,9,161596,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,,,,,,,7/30/13,Alaina Harmon,2/2/22,7/30/13,,,,,,,,,,,,,,
116552,75518,116552,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",20,844,C,1,161597,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,,,,,,,7/30/13,Alaina Harmon,2/2/22,7/30/13,,,,,,,,,,,,,,
116553,75519,116553,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",20,844,C,2,161598,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,,,,,,,7/30/13,Alaina Harmon,2/2/22,7/30/13,,,,,,,,,,,,,,
116554,75520,116554,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",20,844,C,3,161599,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,,,,,,,7/30/13,Alaina Harmon,2/2/22,7/30/13,,,,,,,,,,,,,,
116555,75521,116555,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",20,844,C,4,161600,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,,,,,,,7/30/13,Alaina Harmon,2/2/22,7/30/13,,,,,,,,,,,,,,
116556,75522,116556,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",20,844,C,5,161601,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,,,,,,,7/30/13,Alaina Harmon,2/2/22,7/30/13,,,,,,,,,,,,,,
116557,75523,116557,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",20,844,C,6,161602,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,,,,,,,7/30/13,Alaina Harmon,2/2/22,7/30/13,,,,,,,,,,,,,,
118386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125681,61532,125681,-1,,,,,,,137928,N,PCR Product,0,None left,N,,,"""Vials dried-up, tossed per MLD 6/9/14""  PCR product 10ul, D&TRO, kept in POST PCR lab. PCR product 10ul, D&TRO, kept in POST PCR lab",,,,,,,,Nicky Beaulieu,6/9/14,6/28/12,,,,,,,,,,,,,,
125681,61533,125681,-1,,,,,,,137929,N,PCR Product,0,None left,N,,,"""Vials dried-up, tossed per MLD 6/9/14""  PCR product 20ul, D&TRO, kept in POST PCR lab. PCR product 20ul, D&TRO, kept in POST PCR lab",,,,,,,,Nicky Beaulieu,6/9/14,6/28/12,,,,,,,,,,,,,,
